pl_name,hostname,default_flag,soltype,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_mass,st_met,st_meterr1,st_meterr2,st_age,st_logg,sy_dist,pl_refname,st_refname,disc_refname
"HD 110067 e","HD 110067",1,"Published Confirmed",2023,"Transit",30.79309100000,0.1785000000,,533.00,,1.94000000,0.04000000,-0.04000000,0.17307551,3.90000000,,,0.01227077,"Mass",,"K0.0 V",5266.00,64.00,-64.00,0.788000,0.798000,-0.2000,0.0400,-0.0400,8.1000,4.540000,32.15850000,"<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>","<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>","<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>"
"HD 110067 f","HD 110067",1,"Published Confirmed",2023,"Transit",41.05854000000,0.2163000000,,489.00,,2.60100000,0.04200000,-0.04200000,0.23204608,5.04000000,1.89000000,-1.94000000,0.01585761,"Mass",,"K0.0 V",5266.00,64.00,-64.00,0.788000,0.798000,-0.2000,0.0400,-0.0400,8.1000,4.540000,32.15850000,"<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>","<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>","<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>"
"HD 110067 g","HD 110067",1,"Published Confirmed",2023,"Transit",54.76992000000,0.2621000000,,440.00,,2.60700000,0.05200000,-0.05200000,0.23258136,8.40000000,,,0.02642936,"Mass",,"K0.0 V",5266.00,64.00,-64.00,0.788000,0.798000,-0.2000,0.0400,-0.0400,8.1000,4.540000,32.15850000,"<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>","<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>","<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>"
"HD 88986 b","HD 88986",1,"Published Confirmed",2023,"Radial Velocity",146.05000000000,0.5800000000,0.240000,460.00,,2.49000000,0.18000000,-0.18000000,0.22214330,17.20000000,4.00000000,-3.80000000,0.05411725,"Mass",6.100000,"G2 V",5861.00,17.00,-17.00,1.543000,1.250000,0.0600,0.0200,-0.0200,7.9000,4.160000,33.26730000,"<a refstr=HEIDARI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...681A..55H/abstract target=ref>Heidari et al. 2024</a>","<a refstr=HEIDARI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...681A..55H/abstract target=ref>Heidari et al. 2024</a>","<a refstr=HEIDARI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...681A..55H/abstract target=ref>Heidari et al. 2024</a>"
"HD 112570 b","HD 112570",1,"Published Confirmed",2023,"Radial Velocity",2615.00000000000,3.9000000000,0.200000,,,,,,,1086.97315194,444.95976980,-266.97586188,3.42000000,"Mass",,"K0 III",4750.00,51.00,-51.00,9.850000,1.150000,-0.4000,0.0700,-0.0700,5.4500,2.510000,101.16600000,"<a refstr=XIAO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...59X/abstract target=ref>Xiao et al. 2024</a>","<a refstr=XIAO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...59X/abstract target=ref>Xiao et al. 2024</a>","<a refstr=XIAO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...59X/abstract target=ref>Xiao et al. 2024</a>"
"HD 154391 b","HD 154391",1,"Published Confirmed",2023,"Radial Velocity",5163.00000000000,7.4600000000,0.200000,,,,,,,2892.23850370,889.91953960,-603.87397330,9.10000000,"Mass",,"K1 III",4909.00,32.00,-32.00,8.560000,2.070000,0.1000,0.0500,-0.0500,1.1000,2.890000,100.94700000,"<a refstr=XIAO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...59X/abstract target=ref>Xiao et al. 2024</a>","<a refstr=XIAO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...59X/abstract target=ref>Xiao et al. 2024</a>","<a refstr=XIAO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...59X/abstract target=ref>Xiao et al. 2024</a>"
"LHS 3154 b","LHS 3154",1,"Published Confirmed",2023,"Radial Velocity",3.71778000000,0.0226200000,0.076000,,,,,,,13.15000000,0.84000000,-0.82000000,0.04137453,"Msini",,"M6.5",2861.00,77.00,-77.00,0.140500,0.111800,,,,5.0000,,15.76060000,"<a refstr=STEF_AACUTE_NSSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Sci...382.1031S/abstract target=ref>Stef&aacute;nsson et al. 2023</a>","<a refstr=STEF_AACUTE_NSSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Sci...382.1031S/abstract target=ref>Stef&aacute;nsson et al. 2023</a>","<a refstr=STEF_AACUTE_NSSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Sci...382.1031S/abstract target=ref>Stef&aacute;nsson et al. 2023</a>"
"TOI-544 c","TOI-544",1,"Published Confirmed",2023,"Radial Velocity",50.08900000000,,0.320000,,,,,,,21.50000000,2.00000000,-2.00000000,0.06764657,"Msini",,,4169.00,70.00,-70.00,0.623000,0.631000,-0.1700,0.0900,-0.0900,9.0000,4.680000,41.11660000,"<a refstr=OSBORNE_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.52711138O/abstract target=ref>Osborne et al. 2024</a>","<a refstr=OSBORNE_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.52711138O/abstract target=ref>Osborne et al. 2024</a>","<a refstr=OSBORNE_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.52711138O/abstract target=ref>Osborne et al. 2024</a>"
"Kepler-317 b","Kepler-317",1,"Published Confirmed",2014,"Transit",5.52424200000,0.0610000000,,,,2.09000000,0.96000000,-0.96000000,0.18600000,,,,,,,,5497.00,200.00,-200.00,0.941000,,,,,,4.493000,940.58400000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"KMT-2021-BLG-1547L b","KMT-2021-BLG-1547L",1,"Published Confirmed",2023,"Microlensing",,4.5000000000,,,,,,,,467.20775829,206.58846455,-244.72787339,1.47000000,"Mass",,,,,,,0.720000,,,,,,5070.00000000,"<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.101H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.101H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.101H/abstract target=ref>Han et al. 2023</a>"
"KMT-2021-BLG-1770L b","KMT-2021-BLG-1770L",1,"Published Confirmed",2023,"Microlensing",,0.9000000000,,,,,,,,6674.39654700,9217.02380300,-3813.94088400,21.00000000,"Mass",,,,,,,0.130000,,,,,,6920.00000000,"<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.190H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.190H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.190H/abstract target=ref>Han et al. 2023</a>"
"HD 63433 d","HD 63433",1,"Published Confirmed",2023,"Transit",4.20907500000,0.0503000000,0.160000,1040.00,,1.07300000,0.04600000,-0.04400000,0.09572681,,,,,,,"G5 V",5688.00,28.00,-28.00,0.912000,0.990000,0.0300,0.0500,-0.0500,0.4140,4.520000,22.40350000,"<a refstr=CAPISTRANT_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...54C/abstract target=ref>Capistrant et al. 2024</a>","<a refstr=CAPISTRANT_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...54C/abstract target=ref>Capistrant et al. 2024</a>","<a refstr=CAPISTRANT_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...54C/abstract target=ref>Capistrant et al. 2024</a>"
"OGLE-2019-BLG-1180L b","OGLE-2019-BLG-1180L",1,"Published Confirmed",2023,"Microlensing",,5.1900000000,,,,,,,,555.24622703,167.49557049,-161.13900235,1.74700000,"Mass",,,,,,,0.545000,,,,,,6070.00000000,"<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>","<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>","<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>"
"Kepler-995 b","Kepler-995",1,"Published Confirmed",2016,"Transit",28.26731672000,,,,,2.70000000,0.19000000,-0.17000000,0.24087787,,,,,,,,5206.00,110.94,-74.71,0.800000,0.830000,-0.0700,0.1480,-0.1700,5.0100,4.570000,609.63800000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"KMT-2018-BLG-0885L b","KMT-2018-BLG-0885L",1,"Published Confirmed",2023,"Microlensing",,1.0700000000,,,,,,,,9217.02380300,12395.30787300,-6038.73973300,29.00000000,"Mass",,,,,,,0.290000,,,,,,6890.00000000,"<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>"
"KMT-2019-BLG-0297L b","KMT-2019-BLG-0297L",1,"Published Confirmed",2023,"Microlensing",,0.9600000000,,,,,,,,6038.73973300,2542.62725600,-2224.79884900,19.00000000,"Mass",,,,,,,0.210000,,,,,,3090.00000000,"<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>"
"KMT-2019-BLG-0335L b","KMT-2019-BLG-0335L",1,"Published Confirmed",2023,"Microlensing",,1.6400000000,,,,,,,,6674.39654700,7310.05336100,-4131.76929100,21.00000000,"Mass",,,,,,,0.320000,,,,,,7710.00000000,"<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>","<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>"
"GJ 341 b","GJ 341",1,"Published Confirmed",2025,"Transit",7.57686000000,,0.000000,,13.8000,0.88000000,0.05000000,-0.05000000,0.07850848,4.00000000,,,0.01258541,"Mass",,"M1",3770.00,40.00,-40.00,0.506600,0.480000,-0.1600,0.0900,-0.0900,,4.720000,10.45400000,"<a refstr=DITOMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...979..214D/abstract target=ref>DiTomasso et al. 2025</a>","<a refstr=DITOMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...979..214D/abstract target=ref>DiTomasso et al. 2025</a>","<a refstr=DITOMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...979..214D/abstract target=ref>DiTomasso et al. 2025</a>"
"Kepler-48 c","Kepler-48",1,"Published Confirmed",2012,"Transit",9.67395000000,,,,,2.71000000,0.14000000,-0.14000000,0.24177001,14.61000000,2.30000000,-2.30000000,0.04596797,"Mass",4.010000,,5194.00,73.00,-73.00,0.890000,0.880000,0.1700,0.0700,-0.0700,3.1400,4.487000,306.73800000,"<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>","<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>","<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>"
"Kepler-1053 b","Kepler-1053",1,"Published Confirmed",2016,"Transit",2.41435165400,,,,,0.98000000,0.05000000,-0.04000000,0.08742974,,,,,,,,4529.00,81.74,-98.25,0.690000,0.740000,0.1000,0.1600,-0.1710,3.0900,4.630000,151.12900000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"TIC 393818343 b","TIC 393818343",1,"Published Confirmed",2024,"Transit",16.24921000000,0.1291000000,0.605800,805.50,2.2800,12.18416202,0.25780656,-0.23538859,1.08700000,1379.37528638,47.67426105,-47.67426105,4.34000000,"Mass",4.220000,,5756.00,67.00,-66.00,1.086000,1.082000,0.3180,0.0580,-0.0580,3.8000,4.402000,93.73450000,"<a refstr=SGRO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...26S/abstract target=ref>Sgro et al. 2024</a>","<a refstr=SGRO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...26S/abstract target=ref>Sgro et al. 2024</a>","<a refstr=SGRO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...26S/abstract target=ref>Sgro et al. 2024</a>"
"TOI-6894 b","TOI-6894",1,"Published Confirmed",2025,"Transit",3.37077196000,0.0260400000,0.029000,417.90,5.5400,9.58367850,0.24659758,-0.24659758,0.85500000,53.39517238,6.99222495,-6.99222495,0.16800000,"Mass",0.334000,,3007.00,58.00,-58.00,0.227600,0.207000,0.1420,0.0870,-0.0870,,5.039000,73.81310000,"<a refstr=BRYANT_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025NatAs...9.1031B/abstract target=ref>Bryant et al. 2025</a>","<a refstr=BRYANT_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025NatAs...9.1031B/abstract target=ref>Bryant et al. 2025</a>","<a refstr=BRYANT_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025NatAs...9.1031B/abstract target=ref>Bryant et al. 2025</a>"
"TOI-1386 c","TOI-1386",1,"Published Confirmed",2024,"Radial Velocity",232.00000000000,0.7500000000,0.380000,,,,,,,75.20000000,15.30000000,-15.00000000,0.23660566,"Msini",,,5735.00,75.00,-77.00,1.023500,1.036300,0.1490,0.0590,-0.0580,3.2000,4.431000,146.85800000,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>","<a refstr=HILL_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..151H/abstract target=ref>Hill et al. 2024</a>"
"TOI-238 c","TOI-238",1,"Published Confirmed",2024,"Radial Velocity",8.46565100000,0.0749000000,0.360000,696.00,58.3000,2.18000000,0.18000000,-0.18000000,0.19448691,6.70000000,1.10000000,-1.10000000,0.02108056,"Mass",1.830000,"K2V",5059.00,89.00,-89.00,0.733000,0.790000,-0.1140,0.0510,-0.0510,4.3000,4.577000,80.54070000,"<a refstr=SUAREZ_MASCARENO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..56S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2024</a>","<a refstr=SUAREZ_MASCARENO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..56S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2024</a>","<a refstr=SUAREZ_MASCARENO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..56S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2024</a>"
"Kepler-48 f","Kepler-48",1,"Published Confirmed",2023,"Radial Velocity",5219.68185400000,5.7191878770,0.015283,,,,,,,298.58099680,92.71232669,-92.71232669,0.93944088,"Msini",,,,,,,0.916000,,,,,,306.73800000,"<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>"
"Kepler-100 e","Kepler-100",1,"Published Confirmed",2023,"Radial Velocity",60.88858800000,0.3123915860,0.026437,,,,,,,24.14271827,3.33214569,-3.33214569,0.07596149,"Msini",,,,,,,1.097000,,,,,,304.64500000,"<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>"
"Kepler-139 e","Kepler-139",1,"Published Confirmed",2023,"Radial Velocity",2047.63537300000,3.2357963900,0.013121,,,,,,,426.11581520,42.68703762,-42.68703762,1.34071029,"Msini",,,,,,,1.078000,,,,,,391.03800000,"<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>"
"HD 134606 b","HD 134606",1,"Published Confirmed",2024,"Radial Velocity",12.08900000000,0.1046000000,0.092000,,,,,,,9.09000000,0.64000000,-0.63000000,0.02860034,"Msini",,,5576.00,86.00,-85.00,1.158000,1.046000,0.3430,0.0810,-0.0840,7.3000,4.330000,26.79090000,"<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>"
"HD 134606 c","HD 134606",1,"Published Confirmed",2024,"Radial Velocity",58.88300000000,0.3007000000,0.055000,,,,,,,11.31000000,1.00000000,-0.99000000,0.03558524,"Msini",,,5576.00,86.00,-85.00,1.158000,1.046000,0.3430,0.0810,-0.0840,7.3000,4.330000,26.79090000,"<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>"
"HD 134606 d","HD 134606",1,"Published Confirmed",2024,"Radial Velocity",966.50000000000,1.9410000000,0.092000,,,,,,,44.80000000,2.90000000,-2.90000000,0.14095656,"Msini",,,5576.00,86.00,-85.00,1.158000,1.046000,0.3430,0.0810,-0.0840,7.3000,4.330000,26.79090000,"<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>"
"Kepler-1772 b","Kepler-1772",1,"Published Confirmed",2021,"Transit",3.21509003600,,,,,2.68609988,,,0.23963819,,,,,,,,5541.00,100.00,-111.00,0.934000,0.942000,0.1200,0.1500,-0.1500,,4.472000,871.56400000,"<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>"
"HD 134606 e","HD 134606",1,"Published Confirmed",2024,"Radial Velocity",4.32030000000,0.0527000000,0.200000,,,,,,,2.34000000,0.35000000,-0.34000000,0.00736246,"Msini",,,5576.00,86.00,-85.00,1.158000,1.046000,0.3430,0.0810,-0.0840,7.3000,4.330000,26.79090000,"<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>"
"HD 134606 f","HD 134606",1,"Published Confirmed",2024,"Radial Velocity",26.91500000000,0.1784000000,0.081000,,,,,,,5.63000000,0.72000000,-0.69000000,0.01771396,"Msini",,,5576.00,86.00,-85.00,1.158000,1.046000,0.3430,0.0810,-0.0840,7.3000,4.330000,26.79090000,"<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>","<a refstr=LI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..155L/abstract target=ref>Li et al. 2024</a>"
"Teegarden's Star d","Teegarden's Star",1,"Published Confirmed",2024,"Radial Velocity",26.13000000000,0.0791000000,0.070000,159.00,0.1200,,,,,0.82000000,0.17000000,-0.17000000,0.00258001,"Msini",,,3034.00,45.00,-45.00,0.120000,0.097000,-0.1100,0.2800,-0.2800,,5.190000,3.83078000,"<a refstr=DREIZLER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.117D/abstract target=ref>Dreizler et al. 2024</a>","<a refstr=DREIZLER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.117D/abstract target=ref>Dreizler et al. 2024</a>","<a refstr=DREIZLER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.117D/abstract target=ref>Dreizler et al. 2024</a>"
"Kepler-416 b","Kepler-416",1,"Published Confirmed",2014,"Transit Timing Variations",6.31900000000,,,,,2.48000000,0.99000000,-0.33000000,0.22100000,58.20000000,53.40000000,-39.50000000,0.18300000,"Mass",,,,,,1.075000,1.000000,,,,,,690.81900000,"<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>","<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>","<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>"
"Kepler-331 b","Kepler-331",1,"Published Confirmed",2014,"Transit",8.45749600000,0.0650000000,,,,1.82000000,0.19000000,-0.19000000,0.16200000,,,,,,,,4347.00,200.00,-200.00,0.492000,,,,,,4.768000,580.11900000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
