pl_name,hostname,default_flag,soltype,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_mass,st_met,st_meterr1,st_meterr2,st_age,st_logg,sy_dist,pl_refname,st_refname,disc_refname
"Kepler-6 b","Kepler-6",1,"Published Confirmed",2009,"Transit",3.23469960000,0.0485200000,,1460.00,,14.61653600,0.20176200,-0.36989700,1.30400000,212.31044000,12.07754000,-11.12405000,0.66800000,"Mass",0.400000,,5647.00,44.00,-44.00,1.391000,1.209000,0.3400,0.0400,-0.0400,,4.236000,587.03900000,"<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>","<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>","<a refstr=DUNHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.136D/abstract target=ref> Dunham et al. 2010 </a>"
"Kepler-491 b","Kepler-491",1,"Published Confirmed",2016,"Transit",4.22538451200,,,,,8.92000000,0.80000000,-0.51000000,0.79578910,,,,,,,,5582.00,53.81,-61.11,1.030000,1.040000,0.3700,0.0490,-0.0530,4.4700,4.420000,630.78500000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-257 b","Kepler-257",1,"Published Confirmed",2014,"Transit",2.38266700000,0.0340000000,,,,2.61000000,1.31000000,-1.31000000,0.23300000,,,,,,,,5180.00,200.00,-200.00,1.037000,,,,,,4.360000,780.25600000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-216 b","Kepler-216",1,"Published Confirmed",2014,"Transit",7.69364100000,0.0790000000,,,,2.35000000,0.46000000,-0.46000000,0.21000000,,,,,,,,6091.00,120.00,-120.00,1.260000,,,,,,4.280000,1187.47000000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-32 c","Kepler-32",1,"Published Confirmed",2011,"Transit",8.75220000000,0.0900000000,,,,2.00000000,0.20000000,-0.20000000,0.17800000,158.90000000,,,0.50000000,"Mass",,,3900.00,200.00,-200.00,0.530000,0.580000,0.0000,0.4000,-0.4000,,4.640000,323.84700000,"<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>","<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>","<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>"
"Kepler-259 c","Kepler-259",1,"Published Confirmed",2014,"Transit",36.92493100000,0.2170000000,,,,2.70000000,1.31000000,-1.31000000,0.24100000,,,,,,,,5938.00,200.00,-200.00,0.898000,,,,,,4.532000,1002.14000000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-148 c","Kepler-148",1,"Published Confirmed",2014,"Transit",4.18004300000,0.0500000000,,,,3.60000000,1.76000000,-1.76000000,0.32100000,,,,,,,,5272.00,200.00,-200.00,0.851000,,,,,,4.546000,791.16300000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-222 d","Kepler-222",1,"Published Confirmed",2014,"Transit",28.08191200000,0.1800000000,,,,3.69000000,1.63000000,-1.63000000,0.32900000,,,,,,,,5433.00,200.00,-200.00,0.869000,,,,,,4.551000,758.85400000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-29 c","Kepler-29",1,"Published Confirmed",2011,"Transit",13.28613000000,,0.000000,,34.4000,2.34000000,0.12000000,-0.11000000,0.20876082,4.50000000,1.10000000,-1.10000000,0.01415851,"Mass",1.910000,,5378.00,60.00,-60.00,0.732000,0.761000,-0.4400,0.0400,-0.0400,,4.600000,832.53200000,"<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>","<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>","<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>"
"Kepler-179 b","Kepler-179",1,"Published Confirmed",2014,"Transit",2.73592600000,0.0360000000,,,,1.64000000,0.68000000,-0.68000000,0.14600000,,,,,,,,5302.00,200.00,-200.00,0.759000,,,,,,4.613000,605.68000000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-165 c","Kepler-165",1,"Published Confirmed",2014,"Transit",15.31299000000,0.1100000000,,,,2.23000000,1.35000000,-1.35000000,0.19900000,,,,,,,,5211.00,200.00,-200.00,0.770000,,,,,,4.542000,560.88500000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-228 c","Kepler-228",1,"Published Confirmed",2014,"Transit",4.13444400000,0.0520000000,,,,2.70000000,1.24000000,-1.24000000,0.24100000,,,,,,,,6043.00,200.00,-200.00,1.014000,,,,,,4.467000,1644.61000000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-20 c","Kepler-20",1,"Published Confirmed",2011,"Transit",10.85407740000,0.0936000000,0.076000,828.00,78.7000,2.89400000,0.03600000,-0.03300000,0.25818583,11.10000000,2.10000000,-2.10000000,0.03492451,"Mass",2.510000,,5495.00,50.00,-50.00,0.916400,0.929000,0.0700,0.0800,-0.0800,5.6000,,282.56300000,"<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>","<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>","<a refstr=GAUTIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...15G/abstract target=ref> Gautier et al. 2012 </a>"
"Kepler-166 d","Kepler-166",1,"Published Confirmed",2016,"Transit",1.55400392800,,,,,1.73000000,0.15000000,-0.10000000,0.15434026,,,,,,,,5350.00,71.67,-85.65,0.830000,0.880000,-0.0300,0.1500,-0.1680,4.4700,4.550000,603.53000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-52 b","Kepler-52",1,"Published Confirmed",2012,"Transit",7.87735650000,,,,,2.10000000,,,0.18700000,135.00000000,,,0.42475750,"Mass",,,4075.00,,,0.520000,0.540000,,,,,4.740000,321.54200000,"<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>","<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>","<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>"
"Kepler-197 d","Kepler-197",1,"Published Confirmed",2014,"Transit",15.67756300000,0.1190000000,,,,1.22000000,0.10000000,-0.10000000,0.10900000,,,,,,,,6004.00,102.00,-102.00,1.120000,,,,,,4.304000,330.57500000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"K2-183 d","K2-183",1,"Published Confirmed",2018,"Transit",22.62034400000,,,,,2.30000000,0.20000000,-0.20000000,0.20519261,,,,,,,,5482.00,50.00,-50.00,0.870000,,0.0900,0.0800,-0.0800,,4.600000,329.04100000,"<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"K2-187 e","K2-187",1,"Published Confirmed",2018,"Transit",13.60662900000,,,,,1.90000000,0.30000000,-0.30000000,0.16950694,,,,,,,,5438.00,63.00,-63.00,0.830000,,0.0000,0.1000,-0.1000,,4.600000,330.91600000,"<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"K2-187 c","K2-187",1,"Published Confirmed",2018,"Transit",2.87151200000,,,,,1.40000000,0.20000000,-0.20000000,0.12489985,,,,,,,,5438.00,63.00,-63.00,0.830000,,0.0000,0.1000,-0.1000,,4.600000,330.91600000,"<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"K2-270 b","K2-270",1,"Published Confirmed",2018,"Transit",1.54306900000,0.0247000000,,1203.00,,1.38000000,0.11000000,-0.11000000,0.12311535,,,,,,,,4877.00,58.00,-58.00,0.770000,0.850000,0.2600,0.0600,-0.0600,,4.590000,280.51800000,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>"
"Kepler-184 d","Kepler-184",1,"Published Confirmed",2014,"Transit",29.02235800000,0.1790000000,,,,2.49000000,1.41000000,-1.41000000,0.22200000,,,,,,,,5788.00,200.00,-200.00,0.873000,,,,,,4.510000,610.32600000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-257 d","Kepler-257",1,"Published Confirmed",2014,"Transit",24.66455100000,0.1600000000,,,,4.95000000,2.48000000,-2.48000000,0.44200000,,,,,,,,5180.00,200.00,-200.00,1.037000,,,,,,4.360000,780.25600000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"K2-280 b","K2-280",1,"Published Confirmed",2018,"Transit",19.89526000000,0.1461000000,0.350000,787.00,,7.50000000,0.44000000,-0.44000000,0.66910634,37.10000000,5.60000000,-5.60000000,0.11672965,"Mass",0.480000,,5500.00,100.00,-100.00,1.280000,1.030000,0.3300,0.0800,-0.0800,8.9600,4.210000,391.53700000,"<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.4423N/abstract target=ref>Nowak et al. 2020</a>","<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.4423N/abstract target=ref>Nowak et al. 2020</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>"
"K2-381 c","K2-381",1,"Published Confirmed",2022,"Transit",16.03465600000,,,,,2.00000000,0.18400000,-0.14800000,0.17842836,,,,,,,,4473.00,138.00,-138.00,0.675000,0.754000,-0.2440,0.2350,-0.2350,,4.653000,145.70100000,"<a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>","<a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>","<a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>"
"Kepler-222 c","Kepler-222",1,"Published Confirmed",2014,"Transit",10.08881000000,0.0910000000,,,,4.64000000,2.07000000,-2.07000000,0.41400000,,,,,,,,5433.00,200.00,-200.00,0.869000,,,,,,4.551000,758.85400000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"HATS-36 b","HATS-36",1,"Published Confirmed",2018,"Transit",4.17518600000,0.0523000000,,1203.00,,12.92000000,0.38000000,-0.38000000,1.15264520,,,,,,,,5950.00,83.00,-83.00,1.100000,1.100000,0.1500,0.0600,-0.0600,,4.400000,856.43600000,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..119B/abstract target=ref>Bayliss et al. 2018</a>"
"Kepler-229 b","Kepler-229",1,"Published Confirmed",2014,"Transit",6.25297200000,0.0620000000,,,,2.20000000,0.78000000,-0.78000000,0.19600000,,,,,,,,5120.00,200.00,-200.00,0.728000,,,,,,4.633000,826.26500000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"K2-222 b","K2-222",1,"Published Confirmed",2018,"Transit",15.38892740000,0.1186000000,0.021000,803.00,,2.27500000,0.10000000,-0.10000000,0.20296226,7.50000000,1.50000000,-1.50000000,0.02359764,"Mass",3.721139,"G0",5942.00,119.00,-119.00,1.072000,0.940000,-0.3150,0.0600,-0.0600,7.1000,4.350000,101.32100000,"<a refstr=PALETHORPE_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..532P/abstract target=ref>Palethorpe et al. 2026</a>","<a refstr=NAVA_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...41N/abstract target=ref>Nava et al. 2022</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"K2-214 b","K2-214",1,"Published Confirmed",2018,"Transit",8.59656000000,,,1001.00,238.0000,2.51000000,0.14000000,-0.07000000,0.22392759,,,,,,,,5875.00,100.00,-100.00,1.236000,1.030000,0.0400,0.0440,-0.0440,,4.280000,300.64000000,"<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"K2-220 b","K2-220",1,"Published Confirmed",2018,"Transit",13.68186000000,,,761.00,79.7000,2.37000000,0.14000000,-0.07000000,0.21143760,,,,,,,,5612.00,100.00,-100.00,1.026000,0.910000,-0.0500,0.0440,-0.0440,,4.450000,233.51400000,"<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"K2-216 b","K2-216",1,"Published Confirmed",2018,"Transit",2.17480000000,0.0280000000,0.000000,1103.00,248.0000,1.75000000,0.17000000,-0.10000000,0.15612454,8.00000000,1.60000000,-1.60000000,0.02517069,"Mass",8.200000,"K5 V",4503.00,69.00,-69.00,0.720000,0.700000,0.0000,0.0700,-0.0700,,4.570000,115.46100000,"<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>","<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"K2-212 b","K2-212",1,"Published Confirmed",2018,"Transit",9.79564700000,,,,,2.65000000,0.20000000,-0.18000000,0.23641757,,,,,,,,4349.00,50.00,-50.00,0.678000,0.622000,,,,,4.720000,109.21800000,"<a refstr=DUCK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..136D/abstract target=ref>Duck et al. 2021</a>","<a refstr=DUCK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..136D/abstract target=ref>Duck et al. 2021</a>","<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>"
"Kepler-166 c","Kepler-166",1,"Published Confirmed",2014,"Transit",34.26028100000,0.1950000000,,,,2.38000000,1.23000000,-1.23000000,0.21200000,,,,,,,,5413.00,200.00,-200.00,0.742000,,,,,,4.619000,603.53000000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"K2-151 b","K2-151",1,"Published Confirmed",2018,"Transit",3.83547600000,0.0373000000,,566.00,,1.49000000,0.08000000,-0.08000000,0.13292890,,,,,,,,3695.00,32.00,-32.00,0.450000,0.470000,-0.1900,0.0700,-0.0700,,4.800000,69.47980000,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>"
"K2-295 b","K2-295",1,"Published Confirmed",2018,"Transit",4.02486700000,0.0451000000,0.000000,852.00,,10.05447300,0.12329900,-0.05604500,0.89700000,106.47305000,19.70546000,-19.70546000,0.33500000,"Mass",0.612000,"K5 V",4444.00,70.00,-70.00,0.700000,0.740000,0.1400,0.1200,-0.1200,,4.630000,232.80100000,"<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>","<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>","<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>"
"K2-282 b","K2-282",1,"Published Confirmed",2018,"Transit",4.16978300000,,,,,2.50000000,0.20000000,-0.10000000,0.22303545,,,,,,,,5499.00,109.00,-109.00,1.000000,,-0.2300,0.1600,-0.1600,,4.500000,496.28900000,"<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>"
"K2-283 b","K2-283",1,"Published Confirmed",2018,"Transit",1.92103600000,0.0291000000,,1186.00,,3.52000000,0.16000000,-0.16000000,0.31403337,,,,,,,,5060.00,70.00,-70.00,0.820000,0.890000,0.2800,0.0500,-0.0500,,4.560000,402.91500000,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>"
